id,picture,name,price,authority,date,controller,articleViolated,type,source,summary
1215,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,300,Spanish Data Protection Authority (AEPD),11/21/2022,Private individual ,Art. 5 (1) c) GDPR,Non-compliance with lawful basis for data processing,,"The Spanish DPA (also known as AEPD) has fined a private individual with EUR 300. The data controller had previously installed a video surveillance system that also covered the public space, among other things."
1216,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,20000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),11/21/2022,ING BANK NV Amsterdam Sucursala București ,"Art. 32 (1), (2) GDPR",Failure to implement sufficient measures to ensure information security,,"The Romanian DPA has fined ING Bank NV Amsterdam Sucursala București with EUR 20,000. The bank had previously reported a data breach to the DPA as per Art. 33 GDPR. Personal data of customers (bank data, ID card data, bank card data, etc) was accessed and disclosed without any authorization. This resulted in payment transactions being carried out by unauthorized third parties who did not have the consent of the data subjects. During the investigation, the DPA discovered that the bank had failed to implement the necessary organizational and technical measures that would protect the personal data, allowing the unauthorized access to occur, prompting the DPA to issue a fine."
1217,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,1000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),11/24/2022,Medicover S.R.L.,"Art. 32 (1) b) GDPR, Art. 32 (2) GDPR, Art. 32 (4) GDPR",Failure to implement sufficient measures to ensure information security,,"The Romanian DPA has fined Medicover S.R.L. with EUR 1,000. Apparently, the data controller had previously reported a data breach to the DPA as per Art. 33 GDPR. The data controller had mistakenly sent various documents that contained personal data to the wrong recipient. As a result of this, the personal data (information like name, email address, correspondence address and health data) was disclosed without valid authorization to a third party. The DPA concluded that these incidents took place because the data controller failed to implement the necessary organizational and technical measures that would protect the processing of the personal data."
1218,https://www.privacyaffairs.com/wp-content/uploads/2020/07/ireland.svg,Ireland,265000000,Data Protection Authority of Ireland,11/25/2022,Meta Platforms Ireland Limited (Facebook),"Art. 25 (1), (2) GDPR",Failure to implement sufficient measures to ensure information security,,"The Irish DPA has fined Meta Platforms Ireland Limited with EUR 265 million. The DPA had previously launched an investigation against Meta back in 2021 after several media reports indicated that a dataset that contained personal data from Facebook was made available on a public hacking platform. This data leak had affected up to 533 million users, disclosing their personal data (phone numbers and email addresses) to third parties without authorization. During the investigation, the DPA reviewed and analyzed the Facebook Search, Messenger Contact Importer, and the Instagram Contact Importer Tools. The DPA’s main goal was to assess the implementation of organizational and technical measures that would protect the personal data, and they found a breach of Art. 25 GDPR."
1219,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,3000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),11/25/2022,OTP Leasing Romania IFN SA,"Art. 25 (1) GDPR, Art. 32 (1) b) GDPR, Art. 32 (2) GDPR",Failure to implement sufficient measures to ensure information security,,"The Romanian DPA has fined the company OTP LEASING ROMANIA IFN SA with EUR 3,000. Apparently, an individual had previously informed the data controller that they had obtained unauthorized access to an IT platform that was operated by the data controller by changing the URL address and then creating an administrator account. This let the person obtain unauthorized access to personal data. The DPA discovered that the data controller had not taken the appropriate organizational and technical measures to protect the personal data, which resulted in the unauthorized access to personal data."
1220,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,500,Spanish Data Protection Authority (AEPD),11/29/2022,Private individual ,Art. 5 (1) c) GDPR,Failure to implement sufficient measures to ensure information security,,"The Spanish DPA (also known as AEPD) has fined a private individual with EUR 500. Apparently, the data controller had installed several video surveillance cameras which, among others, also covered the public space. The data controller also published some of these recorded images on Facebook, publicly. The DPA concluded that this was a violation of the principle of data minimization and issued a fine of EUR 500."
1221,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,500000,Italian Data Protection Authority (Garante),11/10/2022,Vodafone Italia S.p.A.,"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 12 (1) GDPR, Art. 13 GDPR, Art. 130 (1), (2), (3) Codice della privacy",Failure to comply with data processing principles,,"The Italian DPA has fined Vodafone Italia S.p.A. with EUR 500,000. A customer of the company had filed a complaint to the DPA against Vodafone, the data controller. The 80-year-old Vodafone customer had been contacted by an external call center that was commissioned by Vodafone. During this conversation, the call center concluded a new contract with the data subject without their consent. During the investigation, the Italian DPA discovered that the customer had not received enough information about the processing of her personal data. Moreover, the call center had read the information so quickly that the data subject did not understand most of it, making the transmission of information useless. When calculating the fine, the DPA also took into consideration the aggravating factor of Vodafone having already committed such violations in the past. However, Vodafone immediately terminated the contract, which acts as a mitigating factor."
1222,https://www.privacyaffairs.com/wp-content/uploads/2019/10/france.svg,France,600000,French Data Protection Authority (CNIL),11/24/2022,ÉLECTRICITÉ DE FRANCE,"Art. 7 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 15 GDPR, Art. 21 GDPR, Art. L. 34-5 CPCE",Non-compliance with subjects' rights protection safeguards,,"The French DPA has fined ÉLECTRICITÉ DE FRANCE, France’s largest electricity supplier, with EUR 600,000.  The DPA had received multiple complaints from individuals who said that they were experiencing issues in exercising their rights from EDF. During the investigation, the DPA discovered that the company’s privacy policy did not provide enough information on several aspects related to data processing, such as the data retention period of the data subjects’ personal data. Furthermore, the DPA also discovered that ÉLECTRICITÉ DE FRANCE had failed to respond to several data subject requests in a timely manner. Moreover, ÉLECTRICITÉ DE FRANCE also failed to respect the data subjects’ right to object to advertising requests, in several cases. The DPA also noted that EDF could not demonstrate that it had obtained the data subjects’ valid consent regarding a commercial solicitation campaign. Finally, the DPA also noted that EDF did not implement enough organizational and technical measures that would protect the personal data. EDF had also stored the passwords of more than 25,000 customers in an insecure manner. Additionally, the company had not salted the passwords of 2.4 million accounts, instead opting to hash them out."
1223,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,3000,Spanish Data Protection Authority (AEPD),11/29/2022,Unknown company,"Art. 6 GDPR, Art. 14 GDPR",Non-compliance with lawful basis for data processing,,"The Spanish DPA has fined a company with EUR 3,000. The data controller had previously installed a video surveillance system that also recorded the voices of customers and employees. During the investigation, the DPA discovered that the data controller did not have a valid legal basis for processing the information related to the voices as part of its video surveillance system. Additionally, the DPA discovered that the data controller had failed to provide enough information about the video surveillance system, which included information about the data processing, identity of the data controller, and the exercise of the data subject rights."
1224,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,3000,Spanish Data Protection Authority (AEPD),11/03/2022,"INDECEMI, S.L.",Art. 5 (1) f) GDPR,Failure to comply with data processing principles,,"The Spanish DPA has fined INDECEMI, S.L. with EUR 3,000. A person had filed a complaint to the DPA against the data controller after they’d received an email from the data controller that contained personal data (first and last name, address, telephone number, and more) of another data subject in the context of a complaint. The DPA concluded that this was a violation of the principle of confidentiality and integrity."
1225,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,600,Spanish Data Protection Authority (AEPD),12/03/2022,"LORENT 2013, S.L. ",Art. 5 (1) c) GDPR,Failure to comply with data processing principles,,"The Spanish DPA (also known as AEPD) has fined LORENT 2013, S.L. with EUR 600. The data controller had previously installed several video surveillance cameras that, among other things, also covered the public space. The DPA concluded that this was a violation of the principle of data minimization."
1226,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,300,Spanish Data Protection Authority (AEPD),12/03/2022,Homeowners Association ,Art 5 (1) c) GDPR,Failure to comply with data processing principles,,"The Spanish DPA (also known as AEPD) has fined the Homeowners Association with EUR 300. The association had previously installed several video surveillance cameras across the residential areas that, among other things, also covered the common area. The DPA concluded that this was a violation of the principle of data minimization."
1227,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,2000000,Italian Data Protection Authority (Garante),10/06/2022,Alpha Exploration,"Art. 5 (1) a), e), f) GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 12 (1) GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 27 (4) GDPR, Art. 28 GDPR, Art. 32 GDPR, Art. 35 GDPR",Failure to comply with data processing principles,,"The Italian DPA has fined Alpha Exploration with EUR 2 million. Alpha Exploration is a company that operates the network Clubhouse. During the investigation, the DPA discovered several violations of the GDPR. For instance, the DPA discovered that there was a lack of transparency related to the use of the users’ data and their chat contacts. Moreover, users of this network were able to store and share the audio messages from other users without obtaining their consent. Moreover, the account information was shared with various unauthorized third parties without a valid legal basis. Moreover, the company also did not define retention periods for the personal data. The company also failed to provide its users with enough information about several aspects of the processing of their personal data, failing to implement the necessary organizational and technical measures that would protect the personal data. In the end, the DPA discovered that the company failed to conduct a data protection impact assessment, as well. When the investigation was over, the DPA imposed a fine and ordered the company to take several measures. For instance, the company was forced to define retention periods and introduce a function that could inform users that their chats are being recorded."
1228,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,10000,Italian Data Protection Authority (Garante),10/06/2022,"Codess Sociale, Soc. Coop. sociale.","Art. 12 (13), (4) GDPR, Art. 17 GDPR",Non-compliance with subjects' rights protection safeguards,,"The Italian DPA has fined Codess Sociale, Soc. Coop. sociale. With EUR 10,000. A former voluntary member of the institution had filed a complaint to the DPA. Apparently, the data subject claims that when they resigned, they had requested the deletion of their personal data from the data controller’s archives. However, the data controller did not comply with this request in due time."
1229,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,40000,Italian Data Protection Authority (Garante),09/16/2022,FCA Italy S.p.A.,"Art. 12 (1), (2), (3), (4) GDPR, Art. 15 GDPR",Non-compliance with subjects' rights protection safeguards,,"The Italian DPA has fined FCA Italy S.p.A. with EUR 40,000. One of the data controller’s employees requested access to personal data that was processed in the context of their employment relationship. However, the data controller did not comply with this request in a timely manner, violating the requirements of Art. 12 GDPR and Art. 15 GDPR."
1230,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,40000,Italian Data Protection Authority (Garante),11/10/2022,Usl Valle d’Aosta,"Art. 5 (1) a), f) GDPR, Art. 9 GDPR, Art. 25 GDPR, Art. 32 GDPR",Failure to comply with data processing principles,,"The Italian DPA has fined Azienda Usl Valle d’Aosta with EUR 40,000. An employee and patient of the health department had previously filed a complaint to the DPA because one of their colleagues who had never treated them had accessed their medical files numerous times, despite the fact that the data subject had explicitly refused their consent to the data processing. During the investigation, the DPA discovered that the health department had simplified the medical record system in order to simplify the patient management during the Covid 19 pandemic. This led to the patient medical records becoming accessible to any employee whether or not the patient actually gave their consent to the data processing. The DPA concluded that this was a violation of the obligation to implement the appropriate organizational and technical measures that would protect the personal data."
1231,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,3500,Spanish Data Protection Authority (AEPD),12/02/2022,"CASA 7 PERSONAL SHOPPER, S.L.","Art. 5 (1) f) GDPR, Art. 32 GDPR",Failure to comply with data processing principles,,"The Spanish DPA has fined CASA 7 PERSONAL SHOPPER, S.L. with EUR 3,500. The data controller had sent an email containing personal data to several recipients in an open distribution list. This resulted in the recipients seeing all the email addresses of the rest of the recipients."
1232,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,3600,Spanish Data Protection Authority (AEPD),12/02/2022,Federation of Sports for People with Intellectual Disabilities of Castilla la Mancha-FECAM,"Art. 9 (2) a) GDPR, Art. 13 GDPR",Non-compliance with subjects' rights protection safeguards,,"The Spanish DPA has fined the Federation of Sports for People with Intellectual Disabilities of Castilla la Mancha-FECAM with EUR 3,600. The data controller had processed the medical data of Covid-19 antigent tests of participants in sports competitions without obtaining their consent for the data processing. Moreover, the DPA discovered that the data controller had failed to inform the data subjects about the data retention period. The original fine of EUR 6,000 was reduced to EUR 3,600 because of admission of responsibility and voluntary payment."
1233,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,1800,Spanish Data Protection Authority (AEPD),11/25/2022,"ALPA 57 PRODUCCIONES, S.L.",Art. 58 (1) GDPR,Non-cooperation with Data Protection Authority,,"The Spanish DPA (also known as AEPD) has fined ALPA 57 PRODUCCIONES, S.L. with EUR 1,800 because the company failed to provide information requested by the DPA during one of its investigations. The original fine of EUR 3,000 was reduced to EUR 1,800 because of admission of guilty and immediate payment."
1234,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,5000,Spanish Data Protection Authority (AEPD),11/25/2022,APEDANICA,Art. 5 (1) c) GDPR,Failure to comply with data processing principles,,"The Spanish DPA has fined the Association for the prevention and study of crimes, abuses and negligence in information technology and advanced communications (APEDANICA) with EUR 5,000. The employees of the company LEGAL ERASER SL had complained to the DPA against the association. Apparently, the data controller had requested information about LEGAL ERASER from the DPA as part of the right to information based on the Spanish Transparency Act. The data controller then published these documents, some of which contained the personal data of LEGAL ERASER’s customers and employees, to 58 links on the internet."
1235,https://www.privacyaffairs.com/wp-content/uploads/2020/07/ireland.svg,Ireland,5000,Data Protection Authority of Ireland,01/26/2022,"Slane Credit Union, Ltd.","Art. 5 (1) f) GDPR, Art. 24 GDPR, Art. 28 (1), (3) GDPR, Art. 30 (1) GDPR, Art. 32 (1) GDPR",Failure to comply with data processing principles,,"The Irish DPA has fined Slane Credit Union Ltd. with EUR 5,000. The data controller had notified the DPA about the data breach in 2018. Because of an error in the search engine optimization tool installed on the website of the data controller, four reports of member inquiries that contained personal member data were unintentionally published online. The incident affected 76 members, including minors, and their personal data (names, addresses, birth dates, genders, account numbers, etc). The DPA discovered that the data controller did not implement sufficient organizational and technical measures to protect the personal data. Moreover, the DPA concluded that the data controller did not conduct due diligence on the data processor and also did not conclude a GDPR-compliant contract with the processor."
1236,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,2000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),12/09/2022,Casa Rusu S.R.L.,"Art. 25 (1) GDPR, Art. 32 (1) b) GDPR, Art. 32 (2) GDPR",Failure to implement sufficient measures to ensure information security,,"The Romanian DPA has fined Casa Rusu S.R.L. with EUR 2,000. The data controller had reported a data breach to the DPA as per Art. 33 GDPR. The data controller had used an unauthorized form during the payment process on its website that allowed the bank data of the customer cards to be collected. This allowed anauthorized access to personal data (first and last names of the affected cardholders, card numbers, expiration dates and years, CVC codes). During the investigation, the DPA discovered that the data controller did not take the appropriate organizational and technical measures that would protect the personal data."
1237,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,480,Spanish Data Protection Authority (AEPD),12/09/2022,Private individual ,"Art. 6 GDPR, Art. 13 GDPR",Non-compliance with lawful basis for data processing,,"The Spanish DPA has fined a private individual with EUR 480. The individual in question had installed several video surveillance cameras in a residential complex that also covered common areas. During the investigation, the DPA discovered that the individual did not have permission to install these cameras and there did not have any legal basis for the data processing. Moreover, the individual did not provide information about the video surveillance to the data subjects. The original fine was reduced to EUR 480 from EUR 600 because of voluntary payment."
1238,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,8000,Spanish Data Protection Authority (AEPD),12/09/2022,Notary,Art. 6 GDPR,Non-compliance with lawful basis for data processing,,"The Spanish DPA has fined a notary with EUR 8,000. The data controller had consulted the land register of a property that belonged to the data subject without an order that required the consultation of this data or the consent of the data subject. The original fine of EUR 10,000 was reduced to EUR 8,000 because of voluntary payment."
1239,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,120,Spanish Data Protection Authority (AEPD),12/09/2022,Private individual,Art. 13 GDPR,Non-compliance with subjects' rights protection safeguards,,"The Spanish DPA (also known as AEPD) has fined a private individual with EUR 120. The data controller had previously installed a video surveillance system in a multi-party building that they owned. However, the information sign about the video surveillance system lacked necessary information about the data controller and the exercise of the data subjects’ rights. The original fine of EUR 150 was reduced to EUR 120 because of voluntary payment."
1240,https://www.privacyaffairs.com/wp-content/uploads/2019/10/portugal.svg,Portugal,4300000,Portuguese Data Protection Authority (CNPD),11/02/2022,Portuguese National Statistical Institute,"Art. 5 (1) a) GDPR, Art. 9 (1) GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 28 (1), (6), (7) GDPR, Art. 35 (1), (2), (3) b) GDPR, Art. 44 GDPR, Art. 46 (2) GDPR",Failure to comply with data processing principles,,"The Portuguese DPA has fined the Portuguese National Statistical Institute with EUR 4,300,000. The DPA discovered several violations of the GDPR regarding the 2021 census in Portugal. The DPA first discovered that the data controller did not inform the data subjects that the provisions of the health and religious data was purely voluntary. The DPA considered that this was an interference with the data subjects’ ability to freely express their will regarding the data processing. Moreover, the DPA discovered that the data controller did not exercise due diligence when selecting its data processing, contrary to its obligation per Art. 28 GDPR. Moreover, the order processing contract permitted the transfer of all personal data outside the EEA without providing additional security measures besides the SCCS that was approved by the European Commission, as required under the Schrems II Ruling. The DPA considered that this was a breach of Art. 44 GDPR and Art. 46 (2) GDPR. In the end, the DPA discovered that the data controller did not conduct a data protection impact assessment regarding this census."
1241,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,56000,Spanish Data Protection Authority (AEPD),12/13/2022,"Vodafone Espana, S.A.U.",Art. 6 (1) GDPR,Non-compliance with lawful basis for data processing,,"The Spanish DPA has fined Vodafone Espana, S.A.U. with EUR 56,000. A person had filed a complaint to the DPA against the company because the former had given a duplicate of their SIM card to another unauthorized fraudulent third party without obtaining their consent. During the investigation, the DPA discovered that Vodafone Espana failed to verify the identity of the third party or obtain the data subject’s consent to share their data. This allowed the fraudsters to gain access to the data subject’s bank accounts and make unauthorized payments. The original fine of EUR 70,000 was reduced to EUR 56,000 because of voluntary payment."
1242,https://www.privacyaffairs.com/wp-content/uploads/2020/07/finland.svg,Finland,230000,Deputy Data Protection Ombudsman,12/09/2022,Viking Line Oy Abp,"Art. 5 (1) a), d) GDPR, Art. 12 (3) GDPR, Art. 13 GDPR, Art. 15 (1) GDPR, Art. 25 (1) GDPR",Failure to comply with data processing principles,,"The Finnish DPA has fined Viking Line Oy Abp with EUR 230,000. A former employee of the company had filed a complaint to the DPA. During the investigation, the DPA discovered that the data controller had not complied with the data subject’s request for access to their health data. Moreover, some of the medical data had been stored incorrectly. The DPA also found that the medical data was stored alongside other personal data, despite this being unlawful. Moreover, the DPA discovered that the data controller had not properly informed its employees about the data processing of their personal data, as per its obligation under Art. 13 GDPR."
1243,https://www.privacyaffairs.com/wp-content/uploads/2019/10/france.svg,France,300000,French Data Protection Authority (CNIL),12/08/2022,FREE SAS,"Art. 12 GDPR, Art. 15 GDPR, Art. 17 GDPR, Art. 32 GDPR, Art. 33 GDPR",Non-compliance with subjects' rights protection safeguards,,"The French DPA has fined FREE SAS with EUR 300,000. The DPA had received several complaints from various individual who experienced issues in exercising their rights to access and delete their personal data at FREE. During the investigation, the DPA discovered that the company did not process the requests for access and deletion of its personal data in a timely manner. The DPA also discovered that the company had failed to ensure the security of its personal data. For instance, the company allowed users to use insecure passwords. Moreover, the user passwords were stored without encryption in the company’s databases. Finally, the DPA discovered that the company had inadequately documented a data breach."
1244,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,7000,Italian Data Protection Authority (Garante),10/20/2022,I.S.P.R.O.,"Art. 5 (1) f) GDPR, Art. 9 GDPR",Failure to comply with data processing principles,,"The Italian DPA (also known as Garante) has fined I.S.P.R.O., an oncology health care facility, with EUR 7,000. An individual had mistakenly received the medical records of someone else via email."
1245,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,56000,Spanish Data Protection Authority (AEPD),12/13/2022,"Vodafone Espana, S.A.U.",Art. 6 (1) GDPR,Non-compliance with lawful basis for data processing,,"The Spanish DPA has fined Vodafone Espana, S.A.U. with EUR 56,000. A person had filed a complaint to the DPA against the company because the former had given a duplicate of their SIM card to another unauthorized fraudulent third party without obtaining their consent. During the investigation, the DPA discovered that Vodafone Espana failed to verify the identity of the third party or obtain the data subject’s consent to share their data. This allowed the fraudsters to gain access to the data subject’s bank accounts and make unauthorized payments. The original fine of EUR 70,000 was reduced to EUR 56,000 because of voluntary payment."
1246,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,56000,Spanish Data Protection Authority (AEPD),12/13/2022,"Vodafone Espana, S.A.U.",Art. 6 (1) GDPR,Non-compliance with lawful basis for data processing,,"The Spanish DPA has fined Vodafone Espana, S.A.U. with EUR 56,000. A person had filed a complaint to the DPA against the company because the former had given a duplicate of their SIM card to another unauthorized fraudulent third party without obtaining their consent. During the investigation, the DPA discovered that Vodafone Espana failed to verify the identity of the third party or obtain the data subject’s consent to share their data. This allowed the fraudsters to gain access to the data subject’s bank accounts and make unauthorized payments. The original fine of EUR 70,000 was reduced to EUR 56,000 because of voluntary payment."
1247,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,50000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),12/15/2022,Societatea Energetică Electrica S.A.,Art. 28 (3) a) GDPR,Non-compliance with subjects' rights protection safeguards,,"The Romanian DPA has fined Societatea Energetică Electrica S.A. with EUR 50,000 for violating Art. 28 (3) a) GDPR"
1248,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,16000,Spanish Data Protection Authority (AEPD),12/15/2022,"HOSPITAL RECOLETAS PONFERRADA , S.L.","Art. 6 (1) GDPR, Art. 15 GDPR",Non-compliance with lawful basis for data processing,,"The Spanish DPA has fined the HOPSITAL RECOLETAS PONFERRADA, S.L. with EUR 16,000. A patient had filed a complaint to the DPA against the hospital, saying that he’d filed out a consent form during a medical examination in which certain items had already been pre-ticked. The DPA also discovered that the data controller had not complied with the patient’s request for access to their personal data in a timely manner. The original fine of EUR 20,000 was reduced to EUR 16,000 because of voluntary payment."
1249,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,30000,Spanish Data Protection Authority (AEPD),12/15/2022,"ORANGE ESPAGNE, S.A.U.",Art. 5 (1) GDPR,Failure to comply with data processing principles,,"The Spanish DPA (also known as AEPD) has fined the company ORANGE ESPAGNE, S.A.U with EUR 30,000. Apparently, a data subject had filed a complaint to the DPA against the data controller because the former had registered a telephone line in the data subject’s name without obtaining their consent and without having any contractual relationship. Instead, the contracts in question had been concluded by fraudsters that used the personal data of the data subject. However, the personal data was also entered into the company’s information systems without any verification whether the contracts were actually lawful and concluded by the data subject. The original fine of EUR 60,000 was reduced to EUR 30,000 because of admission of guilt and voluntary payment."
1250,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,100000,Italian Data Protection Authority (Garante),09/15/2022,Lazio Region,"Art. 5 (1) a), d) GDPR, Art. 5 (2) GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 24 GDPR",Failure to comply with data processing principles,,"The Italian DPA has fined the Lazio Region with EUR 100,000. An individual had previously filed a complaint to the DPA after having received an invitation from the regional health authority, asking her to participate in a cervical cancer screening program addressed to her daughter who died in 1995. During the investigation, the DPA discovered that the daughter’s personal data was still in the region’s database even though she had died a long time ago. As such, the DPA concluded that the Region had violated the principles of correctness and accuracy. Being the owner of the data, the Region should have also ensured that the personal information was accurate and updated. The Region should have also taken all the steps to delete and correct the information in a timely manner. Moreover, the Garante also discovered that the Region hadn’t properly provided the data subjects with the required information about the processing of their personal data when they sent the invitation letters for the cervical cancer screening campaign. When imposing the fine, the DPA also considered an aggravating factor the fact that the Region already had a fine."
1251,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,45000,Italian Data Protection Authority (Garante),07/07/2022,Senseonics Inc.,"Art. 5 (1) a), b), f) GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 9 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 27 GDPR",Failure to comply with data processing principles,,"The Italian DPA has fined Sensoenics Inc. with EUR 45,000. The company had previously reported a data breach to the DPA as per Art. 33 GDPR. This involved an employee accidentally sending an information campaign through email to several recipients in an open distribution list. This led to the disclosure of all the email addresses of the recipients to each other. The recipients of the emails were diabetic patients, which made it possible for them to obtain information about the health status of other data subjects included in the emails. During the investigation, the DPA also identified other privacy violations that involved the glucose monitoring system that was produced by the company. When downloading the monitoring app, the users had to accept the contractual terms of use and give their consent of the privacy policy with a single click. This made it impossible for them to give their consent separately to the individual processing operations, which also included the processing of health data. Moreover, the DPA also discovered that the company had violated the principles of transparency and fairness by providing its users with confusing and (sometimes) erroneous information about the processing of their personal data. Lastly, the company did not designate a representative in the European Union as a contact person for all data protection issues."
1252,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,4000,Spanish Data Protection Authority (AEPD),10/09/2022,PUNTO BADAL-BCN S.L.,"Art. 5 (1) f) GDPR, Art. 32 (1) GDPR",Failure to comply with data processing principles,,"The Spanish DPA has fined the real estate agency PUNTO BADAL-BCN S.L. The data controller had previously sent marketing emails to several individuals in an open distribution list. This made the email addresses of all the recipients visible to everyone else. The original fine of EUR 5,000 was reduced to EUR 4,000 because of voluntary payment."
1253,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,24000,Spanish Data Protection Authority (AEPD),10/09/2022,"CAJA DE SEGUROS REUNIDOS, COMPAÑÍA DE SEGUROS Y REASEGUROS, S.A.",Art. 6 (1) GDPR,Non-compliance with lawful basis for data processing,,"The Spanish DPA has fined the CAJA DE SEGUROS REUNIDOS, COMPANIA DE SEGUROS Y REASEGUROS, S.A. with EUR 24,000. A data subject had previously filed a complaint with the DPA. Apparently, the data subject had taken out an insurance policy with the data controller. The beneficiary was the ex-life partner at that time. After the separation, the ex-life partner asked the data controller to change the debit entry for the premium from the data subject’s account to her account. The data controller carried out this change without obtaining the consent of the data subject. The DPA concluded that this was an unlawful change to the personal data of the data subject. The original fine of EUR 40,000 was reduced to EUR 24,000 because of voluntary payment and admission of responsibility."
1254,https://www.privacyaffairs.com/wp-content/uploads/2020/07/estonia.svg,Estonia,56,Estonian Data Protection Authority,05/03/2022,HEI – Medical Travel,"Art. 15 (1), (3) GDPR, Art. 9 (1) Act 90/2018, Art. 17 (2) Act 90/2018",Non-compliance with subjects' rights protection safeguards,,"The Icelandic DPA has fined HEI – Medical Travel with EUR 10,600. A data subject had previously filed a complaint to the DPA against the data controller. The data controller had apparently gained access to the email of the data subject via the Icelandic Medical Association’s internal website and then sent the data subject unsolicited emails. The DPA discovered that this type of access was unlawful because of a lack of a valid legal basis. Moreover, the data subject had asked the data controller for information regarding the processing of their personal data (the origin of the email address). The data controller did not properly comply with this request, however."
1255,https://www.privacyaffairs.com/wp-content/uploads/2019/11/iceland.svg,Iceland,10600, Icelandic Data Protection Authority ('Persónuvernd'),05/03/2022,HEI – Medical Travel,"Art. 15 (1), (3) GDPR, Art. 9 (1) Act 90/2018, Art. 17 (2) Act 90/2018",Non-compliance with subjects' rights protection safeguards,,"The Icelandic DPA has fined HEI – Medical Travel with EUR 10,600. A data subject had previously filed a complaint to the DPA against the data controller. The data controller had apparently gained access to the email of the data subject via the Icelandic Medical Association’s internal website and then sent the data subject unsolicited emails. The DPA discovered that this type of access was unlawful because of a lack of a valid legal basis. Moreover, the data subject had asked the data controller for information regarding the processing of their personal data (the origin of the email address). The data controller did not properly comply with this request, however."
1256,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,900,Spanish Data Protection Authority (AEPD),10/09/2022,Private Individual,"Art. 5 (1) f) GDPR, Art. 32 (1) GDPR",Failure to comply with data processing principles,,"The Spanish DPA has fined a private individual with EUR 900. The data subject unauthorizedly sent emails containing personal data to multiple recipients in an open distribution list. This made it possible for the recipients to view the email addresses of all the other recipients. The original fine of EUR 1,200 was reduced to EUR 900 because of admission of responsibility and voluntary payment."
